Extended Id,Time,Value,ValueString,Status,Sent in March 2013
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:20,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:20:00 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:21,1181,1181,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:21:35 PM"",""1181"",""1181"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:22,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:22:42 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:25,1071,1071,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:25:29 PM"",""1071"",""1071"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:26,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:26:30 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:28,1063,1063,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:28:39 PM"",""1063"",""1063"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:29,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:29:39 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:32,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:32:52 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:33,1021,1021,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:33:11 PM"",""1021"",""1021"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:34,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:34:28 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:48,852,852,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:48:02 PM"",""852"",""852"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:49,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:49:14 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:49,1016,1016,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:49:45 PM"",""1016"",""1016"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:51,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:51:04 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:51,884,884,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:51:22 PM"",""884"",""884"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 12:55,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 12:55:27 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:00,920,920,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:00:52 PM"",""920"",""920"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:02,962,962,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:02:55 PM"",""962"",""962"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:05,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:05:57 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:10,968,968,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:10:55 PM"",""968"",""968"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:12,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:12:09 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:13,914,914,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:13:47 PM"",""914"",""914"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:16,925,925,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:16:00 PM"",""925"",""925"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:18,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:18:07 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:19,836,836,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:19:06 PM"",""836"",""836"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:20,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:20:06 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:20,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:20:52 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:22,1011,1011,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:22:17 PM"",""1011"",""1011"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:23,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:23:17 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:25,1012,1012,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:25:07 PM"",""1012"",""1012"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:26,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:26:09 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:26,952,952,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:26:51 PM"",""952"",""952"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:27,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:27:49 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:28,827,827,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:28:55 PM"",""827"",""827"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:30,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:30:36 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:34,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:34:21 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:35,943,943,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:35:40 PM"",""943"",""943"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:38,1288,1288,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:38:07 PM"",""1288"",""1288"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:39,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:39:34 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:44,1036,1036,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:44:42 PM"",""1036"",""1036"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:45,852,852,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:45:58 PM"",""852"",""852"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:47,875,875,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:47:09 PM"",""875"",""875"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:49,1095,1095,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:49:17 PM"",""1095"",""1095"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:50,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:50:19 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:50,874,874,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:50:39 PM"",""874"",""874"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:51,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:51:52 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:52,1021,1021,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:52:55 PM"",""1021"",""1021"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:54,970,970,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:54:42 PM"",""970"",""970"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:57,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:57:12 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 13:58,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 1:58:50 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:00,829,829,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:00:46 PM"",""829"",""829"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:02,1030,1030,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:02:29 PM"",""1030"",""1030"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:03,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:03:30 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:05,965,965,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:05:47 PM"",""965"",""965"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:07,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:07:00 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:07,803,803,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:07:44 PM"",""803"",""803"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:09,915,915,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:09:17 PM"",""915"",""915"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:11,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:11:09 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:15,949,949,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:15:55 PM"",""949"",""949"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:18,948,948,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:18:35 PM"",""948"",""948"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:19,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:19:36 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:22,851,851,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:22:02 PM"",""851"",""851"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:23,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:23:40 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:25,1170,1170,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:25:55 PM"",""1170"",""1170"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:28,979,979,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:28:10 PM"",""979"",""979"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:33,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:33:01 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:35,994,994,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:35:34 PM"",""994"",""994"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:37,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:37:36 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:41,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:41:06 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:42,941,941,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:42:12 PM"",""941"",""941"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:43,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:43:11 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:45,996,996,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:45:09 PM"",""996"",""996"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:48,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:48:52 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:49,875,875,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:49:09 PM"",""875"",""875"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:50,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:50:36 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:52,900,900,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:52:50 PM"",""900"",""900"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:54,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:54:11 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 14:58,917,917,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 2:58:31 PM"",""917"",""917"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:00,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:00:28 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:02,942,942,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:02:51 PM"",""942"",""942"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:03,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:03:55 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:05,801,801,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:05:30 PM"",""801"",""801"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:07,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:07:37 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:09,1022,1022,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:09:04 PM"",""1022"",""1022"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:13,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:13:50 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:14,1126,1126,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:14:44 PM"",""1126"",""1126"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:15,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:15:55 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:22,907,907,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:22:26 PM"",""907"",""907"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:24,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:24:31 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:28,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:28:31 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:29,1142,1142,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:29:12 PM"",""1142"",""1142"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:30,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:30:34 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:31,1120,1120,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:31:11 PM"",""1120"",""1120"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:32,960,960,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:32:43 PM"",""960"",""960"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:35,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:35:32 PM"",""0"",""0"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:38,1027,1027,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:38:07 PM"",""1027"",""1027"",""OK"""
SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,6/1/14 15:39,0,0,OK,"SEABOARD.803634.FCI.363406A.I_FAULT.A_PH,""6/1/2014 3:39:09 PM"",""0"",""0"",""OK"""
