Extended Id,Time,Value,ValueString,Status,Sent in March 2013
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 13:46,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 1:46:53 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 13:51,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 1:51:52 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 13:56,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 1:56:52 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 14:11,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 2:11:53 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 14:16,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 2:16:52 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 14:36,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 2:36:52 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 14:41,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 2:41:53 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 14:51,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 2:51:53 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 14:56,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 2:56:53 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 15:01,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 3:01:53 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 15:46,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 3:46:54 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 15:51,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 3:51:52 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 16:06,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 4:06:52 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 16:11,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 4:11:53 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 17:11,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 5:11:51 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 17:16,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 5:16:53 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 18:21,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 6:21:53 PM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/9/14 18:26,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/9/2014 6:26:52 PM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/10/14 7:11,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/10/2014 7:11:52 AM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/10/14 7:16,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/10/2014 7:16:52 AM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/10/14 7:21,0,ALARM,OK - NOT SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/10/2014 7:21:52 AM"",""0"",""ALARM"",""OK - NOT SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/10/14 7:26,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/10/2014 7:26:53 AM"",""1"",""NORMAL"",""OK - SET"""
RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,12/10/14 7:36,1,NORMAL,OK - SET,"RED_ROAD.806841.FCI.12916C.IN_SCAN.C_PH,""12/10/2014 7:36:52 AM"",""1"",""NORMAL"",""OK - SET"""
