Extended Id,Time,Value,ValueString,Status,Sent in March 2013
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 11:08,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:13:07 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 11:13,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:18:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 11:18,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:28:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 11:28,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:33:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 11:33,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:38:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 11:38,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:43:07 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 11:43,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 12:23:05 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 12:23,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 12:28:05 PM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 12:28,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 12:33:07 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 12:33,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 4:53:06 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 16:53,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 4:58:06 PM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 16:58,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 5:03:06 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 17:03,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:13:06 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 23:13,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:18:06 PM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 23:18,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:23:05 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 23:23,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:53:06 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 23:53,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/2/2014 11:58:06 PM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/2/14 23:58,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 12:03:05 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 0:03,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 12:08:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 0:08,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 6:28:05 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 6:28,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 6:33:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 6:33,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 6:38:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 6:38,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 6:43:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 6:43,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:23:07 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:23,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:28:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:28,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:33:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:33,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:38:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:38,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:43:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:43,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:48:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:48,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:53:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:53,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 9:58:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 9:58,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 10:23:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 10:23,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 10:28:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 10:28,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 10:33:05 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 10:33,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:43:06 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 11:43,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:48:06 AM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 11:48,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:53:05 AM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 11:53,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:08:05 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 23:08,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:13:06 PM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 23:13,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:18:06 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 23:18,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:28:06 PM"",""1"",""FAULT"",""OK - SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 23:28,1,FAULT,OK - SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:33:06 PM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 23:33,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:38:06 PM"",""0"",""NORMAL"",""OK - NOT SET"""
LAWRENCE.805134.FCI.13009B.FAULT.B_PH,12/3/14 23:38,0,NORMAL,OK - NOT SET,"LAWRENCE.805134.FCI.13009B.FAULT.B_PH,""12/3/2014 11:43:06 PM"",""1"",""FAULT"",""OK - SET"""
